timestamp,block_number,from_address,to_address,tx_hash,amount,gas_fees_eth
2025-04-03 02:13:59,22185336,0xd2e53e8f6b8be1febe4a1e855d9f0a67c1e8d8a4,0x6360a67c68dc3789e4088c58a2bc1a2a6148dfda,fd39be12fbeecef4e680fd49a70727ceeabc59b282502a317952b1d14e839fd1,25.0,2.5003165713936e-05
2025-04-03 02:12:47,22185330,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0x9716afd5f623a6f209d059a860bf08cd3fa19e52,3692a21e6f6e1748d2ca8a6d959e6a533cd3001e70dbafe26801997986d39847,77.9,6.5688e-05
2025-04-03 02:12:23,22185328,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xfffd9159c0f3b9917103a360a40dd2bd523a1008,7ca4675c04ff7acc1ab0f98cd815974b04d6e6943c641c879508aeeb61c9fc0a,8.0,4.8564e-05
2025-04-03 02:12:23,22185328,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xfffd9159c0f3b9917103a360a40dd2bd523a1008,d8d22f7f00367eefe3edbc92746b5e12cbd062b55376b013e5adf3776be1e832,8.0,4.8564e-05
2025-04-03 02:12:23,22185328,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xfffd9159c0f3b9917103a360a40dd2bd523a1008,3d94fbb90da881a5bc0b69eee779574ba9e527415b214628826c846eae6fb88c,8.0,4.8564e-05
2025-04-03 02:12:23,22185328,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xfffd9159c0f3b9917103a360a40dd2bd523a1008,6d5dd293b05beb0e172c5f89cbce1f1a322bb321f5987c2e57f4c0af4ceb63bb,8.0,4.8564e-05
2025-04-03 02:12:23,22185328,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xfffd9159c0f3b9917103a360a40dd2bd523a1008,f61ba0ce380d22738a80f0fa75bde7533554c66ecd54643ad1b1bdd8b18bc6c1,8.0,4.8564e-05
2025-04-03 02:12:23,22185328,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xfffd9159c0f3b9917103a360a40dd2bd523a1008,b62c45f9dbc0813426e7fd75ede8b07ec8faf542cef1f3178024e8a0bda7c28b,8.0,4.8564e-05
2025-04-03 02:12:23,22185328,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xd2e53e8f6b8be1febe4a1e855d9f0a67c1e8d8a4,6bfeed34e705b0a17e308b872fe040ebdb93f7956df104f69376c682d99f3234,25.0,6.5688e-05
2025-04-03 02:12:11,22185327,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xfffd9159c0f3b9917103a360a40dd2bd523a1008,2d2c483a9340c44617b86e43f8b2905ac63313d1e1c0693fc633d013db48e5ac,8.0,4.8564e-05
2025-04-03 02:12:11,22185327,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xfffd9159c0f3b9917103a360a40dd2bd523a1008,d78c4f9c54d234cebafefc807863797557d34efcb85869725fa89380ffcb67b3,8.0,4.8564e-05
2025-04-03 02:12:11,22185327,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xfffd9159c0f3b9917103a360a40dd2bd523a1008,6392b5d63bd353e9fae461644f658fcaaca4ee0cc275200cbdf7ff02afe29ed8,8.0,4.8564e-05
2025-04-03 02:12:11,22185327,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xfffd9159c0f3b9917103a360a40dd2bd523a1008,71b026056b9a572c3360f625fb6aaddcabf20e7f5262f6ae63d9e3ba81636370,8.0,4.8564e-05
2025-04-03 02:12:11,22185327,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xfffd9159c0f3b9917103a360a40dd2bd523a1008,cf433093c34550cb699ed1b68341791fc38d9c11fff283e346db20c66e1ffd53,8.0,4.8564e-05
2025-04-03 02:11:59,22185326,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xfffd9159c0f3b9917103a360a40dd2bd523a1008,d94cc93f977a9ec0d6c6b233219d97930bbb860ea643a959c4bf9ac24971f0a0,8.0,4.8564e-05
2025-04-03 02:11:59,22185326,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xfffd9159c0f3b9917103a360a40dd2bd523a1008,487a03537414ac6acfd04d065b8b182bd02d75e45d41b6a4bc57bcf2690f9499,8.0,4.8564e-05
2025-04-03 02:11:59,22185326,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xfffd9159c0f3b9917103a360a40dd2bd523a1008,23dee4ce479799e65e3a99a8a6fa5ef376e7decaa8a4c7e9cdb56c16e745d3c9,8.0,4.8564e-05
2025-04-03 02:11:59,22185326,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xfffd9159c0f3b9917103a360a40dd2bd523a1008,5906726a4f0aea1b99afebb72907d4daccd5e5f1ce8f5226ed43612defea958d,8.0,4.8564e-05
2025-04-03 02:11:59,22185326,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xfffd9159c0f3b9917103a360a40dd2bd523a1008,ce12981555c96948563d93f5130b0c5997713d04908485dde1030ae567a8f357,8.0,4.8564e-05
2025-04-03 02:11:59,22185326,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xfffd9159c0f3b9917103a360a40dd2bd523a1008,5a5b1bfd40795b371fbe8b4888868dcd1ee8bd5fa79faf25bc8ed6a3c33bee56,8.0,4.8564e-05
2025-04-03 02:11:47,22185325,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xfffd9159c0f3b9917103a360a40dd2bd523a1008,c144565d665236d50ee8d5712f1b21acb887fb2c2b8ad14c4ec913fbad963b88,8.0,4.8564e-05
2025-04-03 02:11:47,22185325,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xfffd9159c0f3b9917103a360a40dd2bd523a1008,e0997694c85ef8e899285cd62f2e27ca74c26203d0d88b373640bdee26fc3c42,8.0,4.8564e-05
2025-04-03 02:11:47,22185325,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xfffd9159c0f3b9917103a360a40dd2bd523a1008,f76e7c32a36b157b8f4614b31604067a576451b58727ecdcd76a6313331b35f2,8.0,4.8564e-05
2025-04-03 02:11:35,22185324,0x92164cd938aff4d97ea2111dc24720dc77bdf226,0xf845a0a05cbd91ac15c3e59d126de5dfbc2aabb7,1c4a898a2bab529f6ff13673c8735e55de17c17dac93069627246fc93bee9a0c,702.67,4.3788e-05
2025-04-03 02:11:35,22185324,0x3a09c40f8f7b93c8c7e09a5422e56dfe7c7d2794,0xf845a0a05cbd91ac15c3e59d126de5dfbc2aabb7,8641258ad1ca1dde73df3dc441dd37890ad939417eeb03374e379c81048f296a,1318.06358,4.3788e-05
2025-04-03 02:11:11,22185322,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xfb28ac53b9ac63701658d61217ec83658676c5a1,95680ccd174de0cc2faa7d51a1a7c997ca9451b3768372175d51f90a846ec5c0,50.0,6.5688e-05
2025-04-03 02:11:11,22185322,0xd4bb7180b3c6754c9175b28d5b54848fd1ad8d08,0x6360a67c68dc3789e4088c58a2bc1a2a6148dfda,f0ea925797fd7534028b575d762262b806c8e4a2f8642b399329c7ef9cf47240,50.0,2.0537365044468e-05
2025-04-03 02:10:59,22185321,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0x2bf3a64597756d61620d8771d25f4d2ad12414ff,471e9393a286199c87e6cafa81a2d461e1af729d81ae10467e481d9ad2fbb064,11.0,6.5676e-05
2025-04-03 02:10:47,22185320,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0x6c92a763d1ad5fb1cb509e014217816dc5ade475,e6f3e1143a167fd83dc386934d96a478f6272337c35d1eee26fe866b04a8401d,60.82,4.8588e-05
2025-04-03 02:10:23,22185318,0x113a137d6040e4434e779ac0afdeff416024d48f,0x6360a67c68dc3789e4088c58a2bc1a2a6148dfda,a312046d8d0c25051fbfa50151d19eb07f29d12d8c80f6a4ef3c96627c5effe7,12.81,2.0872772573184e-05
2025-04-03 02:10:11,22185317,0xb71c620cd3405b4e5157ac98f9022151434ff821,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,21370ac54a813fb47493d705f8e263d68735d071133ecfa3a284981e6e0d3213,264.9,6.5479481113032e-05
2025-04-03 02:09:47,22185315,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xfffd9159c0f3b9917103a360a40dd2bd523a1008,fed1e881664e85f662f2ff5b0402ce93b8cde44c1a283cb276849c5905c3372d,8.0,4.8564e-05
2025-04-03 02:09:35,22185314,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xd4bb7180b3c6754c9175b28d5b54848fd1ad8d08,ecbfa49ea68471019654087a876f8c23c74d2ad28dc4d65c371afe829b566900,50.0,6.5688e-05
