timestamp,block_number,from_address,to_address,tx_hash,amount,gas_fees_eth
2025-04-03 19:00:59,22190336,0x742b81b54752db9105cdb64eb5b7b63e4461d4a4,0x0ea344c4bfbe513bb4e5b3b0d45613b9c373dc84,26870cf3640285c829360d971502b845506301eb27579eb4fa10485f526331f7,70.01,5.2238901723456e-05
2025-04-03 18:59:35,22190329,0xc81b09d4e478a251f4dacdaee93fd88f6bac623c,0x94acc8c053ee008dfc1ffa5131009cc7f0a24c50,13ba8e3d85cc62c627e2fa73b6a7b8bc5cde90a7da53270c3683fbe757b98a3f,138.0,4.9362880546944e-05
2025-04-03 18:58:59,22190326,0xc81b09d4e478a251f4dacdaee93fd88f6bac623c,0xb991920442fbe4cf7f067b1b16f47c21f622900b,cdfa2279e63aee4bbe2d325b24abe1a6691ab1be71ca6239cb7978afe7512455,142.0,5.2042306078896e-05
2025-04-03 18:58:23,22190323,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0x36b9e744eee7fd41241c76d565317f96836da1c6,44bc0786d3e8097bb5fcbe8606637903fe8dde36f4d92bb253921d970f5133f9,19.91,4.8588e-05
2025-04-03 18:57:59,22190321,0x06897d3de72d4bb8f861707fbb53ee0f08d06644,0xf89d7b9c864f589bbf53a82105107622b35eaa40,703e916f9e71221d01065152431f6fd16ff76efb6ecd38f2f7b15b0c4b81a24c,124.08,0.000120765750270396
2025-04-03 18:57:47,22190320,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0x1f356a92e379c3730d0aea989d6708a116823fad,813f0d467987a1ca85448f70e1d48a65f8c6b092b8becf6450d0586f886e35c2,99.91,6.5688e-05
2025-04-03 18:57:47,22190320,0xb3021fb2f7588d306f3fd9a3cd6a399ac98144ee,0x6360a67c68dc3789e4088c58a2bc1a2a6148dfda,35e64df6a720ef7d75e5c8127e97f995eade357285e468909cfa25781642c6e4,15.0,3.2097874772736e-05
2025-04-03 18:57:11,22190317,0x68f6e1c461fc9535023a7bea7e9013cb87aca9a8,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,949014aaef0d6a3e7d86c3a4fda231f871846d43106083eeb654d4a740180a5c,140.0,7.892418859776e-05
2025-04-03 18:57:11,22190317,0x14328bddf2c67604b4c667747c7fa114a4342205,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,7b9a5f66f69cf744f2034de08a683a4d330f97faa69ee0d07fca690a40cf0b07,99.9,7.894582351788e-05
2025-04-03 18:56:47,22190315,0x36f9b4434524b254639a5417b868b8d85d64c8c7,0x6360a67c68dc3789e4088c58a2bc1a2a6148dfda,dded8857157f1561b8a86e46d91d52199fa866ee899f099e0aae9a4fde811749,25.0,3.5119655751468e-05
2025-04-03 18:56:35,22190314,0x768c1f95474274eacd0fa78781f0f410f0559328,0x3a09c40f8f7b93c8c7e09a5422e56dfe7c7d2794,8b307da000fc4da9153e0831f8e408f61fd4e05b00ae651905a1660694a1b0a9,123.91,3.6393038684424e-05
2025-04-03 18:56:35,22190314,0x2afea84a444a51f8447915ebc088310dd10ebdbe,0x3a09c40f8f7b93c8c7e09a5422e56dfe7c7d2794,71d6c3453efaaacded0781583438e55150bfc8cbbf1db9d3a4c167be64fb6689,606.801151,3.6393038684424e-05
2025-04-03 18:56:11,22190312,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xb3021fb2f7588d306f3fd9a3cd6a399ac98144ee,d8885126bc28e499a42b6a6e4d8b8d04f0a3e6a08ecf9d7626fe50c95b22476d,15.0,6.5676e-05
2025-04-03 18:56:11,22190312,0x63d57097549a601c7a2035b628c98d2c480019e8,0x6360a67c68dc3789e4088c58a2bc1a2a6148dfda,fe7f0c1d67f83e46a3f26d158a1375b2163eba5abf90c2638a3552c3cef450f9,15.0,3.6390459022848e-05
2025-04-03 18:54:35,22190304,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0x125d030a037b89535b7b66bb5790bb16fc63795c,950a9eb5a5dc2cc52400c227e5b5d24e01ccf4090bedc2b2d3c0ff17e0aae28f,19.0,4.8975951760584e-05
